CA_name,YYYYQ_DOC,Mort_Amt
Gage Park             ,20111,83010.0
Gage Park             ,20112,83047.5
Gage Park             ,20113,96550.0
Gage Park             ,20114,70400.0
Gage Park             ,20121,96169.0
Gage Park             ,20122,102934.0
Gage Park             ,20123,117307.0
Gage Park             ,20124,93358.5
Garfield Ridge        ,20051,157000.0
Garfield Ridge        ,20052,154650.0
Garfield Ridge        ,20053,160345.0
Garfield Ridge        ,20054,150000.0
Garfield Ridge        ,20061,135000.0
Garfield Ridge        ,20062,135000.0
Garfield Ridge        ,20063,128500.0
Garfield Ridge        ,20064,152625.0
Garfield Ridge        ,20071,158750.0
Garfield Ridge        ,20072,162000.0
Garfield Ridge        ,20073,170000.0
Garfield Ridge        ,20074,180000.0
Garfield Ridge        ,20081,180600.0
Garfield Ridge        ,20082,161600.0
Garfield Ridge        ,20083,167921.0
Garfield Ridge        ,20084,188033.0
Garfield Ridge        ,20091,173000.0
Garfield Ridge        ,20092,178000.0
Garfield Ridge        ,20093,168000.0
Garfield Ridge        ,20094,170915.0
Garfield Ridge        ,20101,171830.0
Garfield Ridge        ,20102,166837.0
Garfield Ridge        ,20103,174648.0
Garfield Ridge        ,20104,160418.5
Garfield Ridge        ,20111,153750.0
Garfield Ridge        ,20112,135821.5
Garfield Ridge        ,20113,136451.0
Garfield Ridge        ,20114,147500.0
Garfield Ridge        ,20121,148616.0
Garfield Ridge        ,20122,150000.0
Garfield Ridge        ,20123,159346.0
Garfield Ridge        ,20124,160216.0
Grand Boulevard       ,20051,241875.0
Grand Boulevard       ,20052,225000.0
Grand Boulevard       ,20053,192000.0
Grand Boulevard       ,20054,215000.0
Grand Boulevard       ,20061,230000.0
Grand Boulevard       ,20062,241625.0
Grand Boulevard       ,20063,272625.0
Grand Boulevard       ,20064,277960.0
Grand Boulevard       ,20071,308000.0
Grand Boulevard       ,20072,255492.5
Grand Boulevard       ,20073,268000.0
Grand Boulevard       ,20074,282369.54000000004
Grand Boulevard       ,20081,332000.0
Grand Boulevard       ,20082,220906.0
Grand Boulevard       ,20083,362132.0
Grand Boulevard       ,20084,268000.0
Grand Boulevard       ,20091,342412.5
Grand Boulevard       ,20092,282578.5
Grand Boulevard       ,20093,293000.0
Grand Boulevard       ,20094,282850.0
Grand Boulevard       ,20101,215370.0
Grand Boulevard       ,20102,256356.0
Grand Boulevard       ,20103,238000.0
Grand Boulevard       ,20104,255497.0
Grand Boulevard       ,20111,318910.0
Grand Boulevard       ,20112,259210.0
Grand Boulevard       ,20113,275730.0
Grand Boulevard       ,20114,240000.0
Grand Boulevard       ,20121,252000.0
Grand Boulevard       ,20122,202566.63
Grand Boulevard       ,20123,209079.0
Grand Boulevard       ,20124,201609.5
Greater Grand Crossing,20051,100000.0
Greater Grand Crossing,20052,116000.0
Greater Grand Crossing,20053,100000.0
Greater Grand Crossing,20054,105000.0
Greater Grand Crossing,20061,116250.0
Greater Grand Crossing,20062,117600.0
Greater Grand Crossing,20063,116250.0
Greater Grand Crossing,20064,125000.0
Greater Grand Crossing,20071,128700.0
Greater Grand Crossing,20072,121875.0
Greater Grand Crossing,20073,139750.0
Greater Grand Crossing,20074,143000.0
Greater Grand Crossing,20081,168000.0
Greater Grand Crossing,20082,138212.5
Greater Grand Crossing,20083,164721.0
Greater Grand Crossing,20084,157200.0
Greater Grand Crossing,20091,169617.0
Greater Grand Crossing,20092,172975.0
Greater Grand Crossing,20093,135309.5
Greater Grand Crossing,20094,152615.0
Greater Grand Crossing,20101,135502.5
Greater Grand Crossing,20102,123339.0
Greater Grand Crossing,20103,117012.0
Greater Grand Crossing,20104,115400.0
Greater Grand Crossing,20111,88723.0
Greater Grand Crossing,20112,111070.5
Greater Grand Crossing,20113,109005.0
Greater Grand Crossing,20114,123994.0
Greater Grand Crossing,20121,116626.5
Greater Grand Crossing,20122,123000.0
Greater Grand Crossing,20123,126468.0
Greater Grand Crossing,20124,107200.0
Hegewisch             ,20051,91678.0
Hegewisch             ,20052,104000.0
Hegewisch             ,20053,105110.0
Hegewisch             ,20054,106100.0
Hegewisch             ,20061,111300.0
Hegewisch             ,20062,93000.0
Hegewisch             ,20063,122500.0
Hegewisch             ,20064,115000.0
Hegewisch             ,20071,115350.0
Hegewisch             ,20072,113400.0
Hegewisch             ,20073,118755.0
Hegewisch             ,20074,107000.0
Hegewisch             ,20081,131000.0
Hegewisch             ,20082,114906.82
Hegewisch             ,20083,118400.0
Hegewisch             ,20084,120000.0
Hegewisch             ,20091,130240.0
Hegewisch             ,20092,119506.0
Hegewisch             ,20093,126250.0
Hegewisch             ,20094,120000.0
Hegewisch             ,20101,115374.0
Hegewisch             ,20102,125000.0
Hegewisch             ,20103,96000.0
Hegewisch             ,20104,112084.0
Hegewisch             ,20111,101049.0
Hegewisch             ,20112,119000.0
Hegewisch             ,20113,115008.0
Hegewisch             ,20114,112084.0
Hegewisch             ,20121,105750.91
Hegewisch             ,20122,113600.0
Hegewisch             ,20123,104201.0
Hegewisch             ,20124,106491.29
Hermosa               ,20051,195000.0
Hermosa               ,20052,180000.0
Hermosa               ,20053,192159.5
Hermosa               ,20054,196000.0
Hermosa               ,20061,187750.0
Hermosa               ,20062,175000.0
Hermosa               ,20063,208500.0
Hermosa               ,20064,183000.0
Hermosa               ,20071,212000.0
Hermosa               ,20072,232600.0
Hermosa               ,20073,150750.0
Hermosa               ,20074,169057.525
Hermosa               ,20081,158000.0
Hermosa               ,20082,194500.0
Hermosa               ,20083,200000.0
Hermosa               ,20084,174694.0
Hermosa               ,20091,153623.0
Hermosa               ,20092,178800.0
Hermosa               ,20093,151701.0
Hermosa               ,20094,133000.0
Hermosa               ,20101,139624.0
Hermosa               ,20102,137464.0
Hermosa               ,20103,123339.0
Hermosa               ,20104,145959.0
Hermosa               ,20111,116100.0
Hermosa               ,20112,119939.5
Hermosa               ,20113,120115.5
Hermosa               ,20114,107779.0
Hermosa               ,20121,138000.0
Hermosa               ,20122,156374.0
Hermosa               ,20123,168500.0
Hermosa               ,20124,125000.0
Humboldt Park         ,20051,128000.0
Humboldt Park         ,20052,140000.0
Humboldt Park         ,20053,144000.0
Humboldt Park         ,20054,152300.0
Humboldt Park         ,20061,150000.0
Humboldt Park         ,20062,159186.0
Humboldt Park         ,20063,150000.0
Humboldt Park         ,20064,171450.0
Humboldt Park         ,20071,166375.0
Humboldt Park         ,20072,176250.0
Humboldt Park         ,20073,160000.0
Humboldt Park         ,20074,170750.0
Humboldt Park         ,20081,194500.0
Humboldt Park         ,20082,167300.0
Humboldt Park         ,20083,163500.0
Humboldt Park         ,20084,184167.0
Humboldt Park         ,20091,187267.0
Humboldt Park         ,20092,164000.0
Humboldt Park         ,20093,180277.5
Humboldt Park         ,20094,164957.0
Humboldt Park         ,20101,153928.0
Humboldt Park         ,20102,147283.0
Humboldt Park         ,20103,127441.0
Humboldt Park         ,20104,127169.5
Humboldt Park         ,20111,116554.0
Humboldt Park         ,20112,131089.0
Humboldt Park         ,20113,99990.0
Humboldt Park         ,20114,110000.0
Humboldt Park         ,20121,116372.5
Humboldt Park         ,20122,116422.0
Humboldt Park         ,20123,139000.0
Humboldt Park         ,20124,112800.0
Hyde Park             ,20051,248000.0
Hyde Park             ,20052,291000.0
Hyde Park             ,20053,260000.0
Hyde Park             ,20054,147702.0
Hyde Park             ,20061,200000.0
Hyde Park             ,20062,302400.0
Hyde Park             ,20063,239150.0
Hyde Park             ,20064,300000.0
Hyde Park             ,20071,223960.0
Hyde Park             ,20072,225450.0
Hyde Park             ,20073,239200.0
Hyde Park             ,20074,205893.0
Hyde Park             ,20081,307500.0
Hyde Park             ,20082,245000.0
Hyde Park             ,20083,365796.5
Hyde Park             ,20084,308000.0
Hyde Park             ,20091,274208.0
Hyde Park             ,20092,310000.0
Hyde Park             ,20093,261320.0
Hyde Park             ,20094,290000.0
Hyde Park             ,20101,270000.0
Hyde Park             ,20102,348850.0
Hyde Park             ,20103,273000.0
Hyde Park             ,20104,300000.0
Hyde Park             ,20111,244200.0
Hyde Park             ,20112,283800.0
Hyde Park             ,20113,281000.0
Hyde Park             ,20114,280000.0
Hyde Park             ,20121,360000.0
Hyde Park             ,20122,289000.0
Hyde Park             ,20123,282950.0
Hyde Park             ,20124,252320.0
Irving Park           ,20051,245875.0
Irving Park           ,20052,220000.0
Irving Park           ,20053,223050.0
Irving Park           ,20054,219000.0
Irving Park           ,20061,220000.0
Irving Park           ,20062,209500.0
Irving Park           ,20063,199750.0
Irving Park           ,20064,260000.0
Irving Park           ,20071,253000.0
Irving Park           ,20072,231000.0
Irving Park           ,20073,207500.0
Irving Park           ,20074,250950.0
Irving Park           ,20081,278000.0
Irving Park           ,20082,260000.0
Irving Park           ,20083,202654.0
Irving Park           ,20084,246500.0
Irving Park           ,20091,296500.0
Irving Park           ,20092,259000.0
Irving Park           ,20093,236575.0
Irving Park           ,20094,247130.0
Irving Park           ,20101,248749.5
Irving Park           ,20102,250000.0
Irving Park           ,20103,259950.0
Irving Park           ,20104,249400.0
Irving Park           ,20111,212900.0
Irving Park           ,20112,206100.0
Irving Park           ,20113,228068.0
Irving Park           ,20114,223500.0
Irving Park           ,20121,238750.0
Irving Park           ,20122,258925.0
Irving Park           ,20123,242170.5
Irving Park           ,20124,251827.0
Jefferson Park        ,20051,199675.0
Jefferson Park        ,20052,195000.0
Jefferson Park        ,20053,220500.0
Jefferson Park        ,20054,200000.0
Jefferson Park        ,20061,175600.0
Jefferson Park        ,20062,200000.0
Jefferson Park        ,20063,163000.0
Jefferson Park        ,20064,208200.0
Jefferson Park        ,20071,211400.0
Jefferson Park        ,20072,180000.0
Jefferson Park        ,20073,150000.0
Jefferson Park        ,20074,224500.0
Jefferson Park        ,20081,228050.0
Jefferson Park        ,20082,215420.0
Jefferson Park        ,20083,231500.0
Jefferson Park        ,20084,220000.0
Jefferson Park        ,20091,224941.5
Jefferson Park        ,20092,230000.0
Jefferson Park        ,20093,221362.0
Jefferson Park        ,20094,225000.0
Jefferson Park        ,20101,221250.0
Jefferson Park        ,20102,197671.0
Jefferson Park        ,20103,221680.0
Jefferson Park        ,20104,208000.0
Jefferson Park        ,20111,198400.0
Jefferson Park        ,20112,208060.0
Jefferson Park        ,20113,189000.0
Jefferson Park        ,20114,180000.0
Jefferson Park        ,20121,174893.0
Jefferson Park        ,20122,209500.0
Jefferson Park        ,20123,200551.0
Jefferson Park        ,20124,189500.0
Kenwood               ,20051,282417.5
Kenwood               ,20052,268800.0
Kenwood               ,20053,250807.5
Kenwood               ,20054,250000.0
Kenwood               ,20061,267500.0
Kenwood               ,20062,195574.91
Kenwood               ,20063,247500.0
Kenwood               ,20064,250000.0
Kenwood               ,20071,286500.0
Kenwood               ,20072,320000.0
Kenwood               ,20073,282000.0
Kenwood               ,20074,273650.0
Kenwood               ,20081,288000.0
Kenwood               ,20082,250000.0
Kenwood               ,20083,294863.5
Kenwood               ,20084,360000.0
Kenwood               ,20091,337500.0
Kenwood               ,20092,336127.0
Kenwood               ,20093,312625.5
Kenwood               ,20094,265237.0
Kenwood               ,20101,326522.0
Kenwood               ,20102,332859.5
Kenwood               ,20103,300000.0
Kenwood               ,20104,348000.0
Kenwood               ,20111,360472.5
Kenwood               ,20112,214604.0
Kenwood               ,20113,294717.0
Kenwood               ,20114,307357.5
Kenwood               ,20121,360000.0
Kenwood               ,20122,280917.0
Kenwood               ,20123,373000.0
Kenwood               ,20124,342500.0
Lakeview              ,20051,400000.0
Lakeview              ,20052,400000.0
Lakeview              ,20053,415750.0
Lakeview              ,20054,463000.0
Lakeview              ,20061,360000.0
Lakeview              ,20062,400000.0
Lakeview              ,20063,400000.0
Lakeview              ,20064,413000.0
Lakeview              ,20071,412000.0
Lakeview              ,20072,400000.0
Lakeview              ,20073,387329.5
Lakeview              ,20074,400000.0
Lakeview              ,20081,417000.0
Lakeview              ,20082,400000.0
Lakeview              ,20083,413600.0
Lakeview              ,20084,382000.0
Lakeview              ,20091,380000.0
Lakeview              ,20092,380000.0
Lakeview              ,20093,417000.0
Lakeview              ,20094,416500.0
Lakeview              ,20101,417000.0
Lakeview              ,20102,417000.0
Lakeview              ,20103,407000.0
Lakeview              ,20104,410500.0
Lakeview              ,20111,428750.0
Lakeview              ,20112,417000.0
Lakeview              ,20113,408500.0
Lakeview              ,20114,408763.0
Lakeview              ,20121,407500.0
Lakeview              ,20122,409600.0
Lakeview              ,20123,410300.0
Lakeview              ,20124,403000.0
Lincoln Park          ,20051,469500.0
Lincoln Park          ,20052,479000.0
Lincoln Park          ,20053,511200.0
Lincoln Park          ,20054,500000.0
Lincoln Park          ,20061,537925.0
Lincoln Park          ,20062,420500.0
Lincoln Park          ,20063,424000.0
Lincoln Park          ,20064,500000.0
Lincoln Park          ,20071,540000.0
Lincoln Park          ,20072,548000.0
Lincoln Park          ,20073,424000.0
Lincoln Park          ,20074,417000.0
Lincoln Park          ,20081,417000.0
Lincoln Park          ,20082,417000.0
Lincoln Park          ,20083,417000.0
Lincoln Park          ,20084,407674.5
Lincoln Park          ,20091,406000.0
Lincoln Park          ,20092,412200.0
Lincoln Park          ,20093,417000.0
Lincoln Park          ,20094,417000.0
Lincoln Park          ,20101,417000.0
Lincoln Park          ,20102,417000.0
Lincoln Park          ,20103,417000.0
Lincoln Park          ,20104,415500.0
Lincoln Park          ,20111,535750.0
Lincoln Park          ,20112,417000.0
Lincoln Park          ,20113,417000.0
Lincoln Park          ,20114,416050.0
Lincoln Park          ,20121,417000.0
Lincoln Park          ,20122,436250.0
Lincoln Park          ,20123,417000.0
Lincoln Park          ,20124,417000.0
Lincoln Square        ,20051,232000.0
Lincoln Square        ,20052,265300.0
Lincoln Square        ,20053,266100.0
Lincoln Square        ,20054,294804.0
Lincoln Square        ,20061,245000.0
Lincoln Square        ,20062,250000.0
Lincoln Square        ,20063,200500.0
Lincoln Square        ,20064,284000.0
Lincoln Square        ,20071,265000.0
Lincoln Square        ,20072,253500.0
Lincoln Square        ,20073,250000.0
Lincoln Square        ,20074,292500.0
Lincoln Square        ,20081,357000.0
Lincoln Square        ,20082,333000.0
Lincoln Square        ,20083,320000.0
Lincoln Square        ,20084,307500.0
Lincoln Square        ,20091,350000.0
Lincoln Square        ,20092,332596.0
Lincoln Square        ,20093,338125.5
Lincoln Square        ,20094,320000.0
Lincoln Square        ,20101,262000.0
Lincoln Square        ,20102,345000.0
Lincoln Square        ,20103,362000.0
Lincoln Square        ,20104,326000.0
Lincoln Square        ,20111,265000.0
Lincoln Square        ,20112,276294.0
Lincoln Square        ,20113,331500.0
Lincoln Square        ,20114,334000.0
Lincoln Square        ,20121,332500.0
Lincoln Square        ,20122,336000.0
Lincoln Square        ,20123,334900.0
Lincoln Square        ,20124,331800.0
Logan Square          ,20051,231000.0
Logan Square          ,20052,242910.0
Logan Square          ,20053,246500.0
Logan Square          ,20054,239920.0
Logan Square          ,20061,230930.0
Logan Square          ,20062,246500.0
Logan Square          ,20063,255000.0
Logan Square          ,20064,264500.0
Logan Square          ,20071,279500.0
Logan Square          ,20072,291750.0
Logan Square          ,20073,260600.0
Logan Square          ,20074,254200.0
Logan Square          ,20081,321500.0
Logan Square          ,20082,261950.0
Logan Square          ,20083,282700.0
Logan Square          ,20084,333250.0
Logan Square          ,20091,326300.0
Logan Square          ,20092,324536.5
Logan Square          ,20093,317400.0
Logan Square          ,20094,339517.0
Logan Square          ,20101,317567.0
Logan Square          ,20102,301975.0
Logan Square          ,20103,339000.0
Logan Square          ,20104,345250.0
Logan Square          ,20111,306000.0
Logan Square          ,20112,292500.0
Logan Square          ,20113,335200.0
Logan Square          ,20114,327875.0
Logan Square          ,20121,358221.70999999996
Logan Square          ,20122,310750.0
Logan Square          ,20123,341000.0
Logan Square          ,20124,345260.0
Loop                  ,20051,78456250.0
Loop                  ,20053,102000.0
Loop                  ,20054,115400.0
Loop                  ,20061,10112500.5
Loop                  ,20062,800000.0
Loop                  ,20071,142525.0
Loop                  ,20073,148000.0
Loop                  ,20074,191150.0
Loop                  ,20081,154100.0
Loop                  ,20083,2300000.0
Loop                  ,20091,5400000.0
Loop                  ,20092,175000.0
Loop                  ,20094,100000.0
Loop                  ,20101,417000.0
Loop                  ,20102,413500.0
Loop                  ,20103,417000.0
Loop                  ,20104,517615.0
Loop                  ,20111,426817.5
Loop                  ,20112,417000.0
Loop                  ,20113,418500.0
Loop                  ,20114,417000.0
Loop                  ,20122,1500000.0
Loop                  ,20124,97500.0
Lower West Side       ,20051,142500.0
Lower West Side       ,20052,132000.0
Lower West Side       ,20053,158000.0
Lower West Side       ,20054,140633.2
Lower West Side       ,20061,160000.0
Lower West Side       ,20062,167500.0
Lower West Side       ,20063,196000.0
Lower West Side       ,20064,153000.0
Lower West Side       ,20071,156000.0
Lower West Side       ,20072,170000.0
Lower West Side       ,20073,100000.0
Lower West Side       ,20074,177200.0
Lower West Side       ,20081,169750.0
Lower West Side       ,20082,149000.0
Lower West Side       ,20083,163850.0
Lower West Side       ,20084,177625.0
Lower West Side       ,20091,168000.0
Lower West Side       ,20092,167000.0
Lower West Side       ,20093,159737.5
Lower West Side       ,20094,160000.0
Lower West Side       ,20101,242533.5
Lower West Side       ,20102,172674.0
Lower West Side       ,20103,138685.0
Lower West Side       ,20104,150100.0
Lower West Side       ,20111,169927.5
Lower West Side       ,20112,123801.5
Lower West Side       ,20113,111054.0
Lower West Side       ,20114,101250.0
Lower West Side       ,20121,154005.5
Lower West Side       ,20122,123947.0
Lower West Side       ,20123,135500.0
Lower West Side       ,20124,135000.0
McKinley Park         ,20051,137200.0
McKinley Park         ,20052,144000.0
McKinley Park         ,20053,151050.0
McKinley Park         ,20054,160300.0
McKinley Park         ,20061,148000.0
McKinley Park         ,20062,144000.0
McKinley Park         ,20063,164566.0
McKinley Park         ,20064,142500.0
McKinley Park         ,20071,104400.0
McKinley Park         ,20072,167000.0
McKinley Park         ,20073,168500.0
McKinley Park         ,20074,157000.0
McKinley Park         ,20081,170500.0
McKinley Park         ,20082,150871.0
McKinley Park         ,20083,146651.5
McKinley Park         ,20084,160000.0
McKinley Park         ,20091,160700.0
McKinley Park         ,20092,172680.5
McKinley Park         ,20093,171830.0
McKinley Park         ,20094,150000.0
McKinley Park         ,20101,119500.0
McKinley Park         ,20102,142070.5
McKinley Park         ,20103,174623.5
McKinley Park         ,20104,159000.0
McKinley Park         ,20111,120495.0
McKinley Park         ,20112,130000.0
McKinley Park         ,20113,138836.5
McKinley Park         ,20114,132000.0
McKinley Park         ,20121,149793.175
McKinley Park         ,20122,119500.0
McKinley Park         ,20123,128000.0
McKinley Park         ,20124,135000.0
Montclare             ,20051,199200.0
Montclare             ,20052,182000.0
Montclare             ,20053,206250.0
Montclare             ,20054,206000.0
Montclare             ,20061,220500.0
Montclare             ,20062,199400.0
Montclare             ,20063,200000.0
Montclare             ,20064,230000.0
Montclare             ,20071,230750.0
Montclare             ,20072,200000.0
Montclare             ,20073,212000.0
Montclare             ,20074,250000.0
Montclare             ,20081,233025.0
Montclare             ,20082,229500.0
Montclare             ,20083,222000.0
Montclare             ,20084,192697.5
Montclare             ,20091,182500.0
Montclare             ,20092,171000.0
Montclare             ,20093,178722.0
Montclare             ,20094,160429.0
Montclare             ,20101,153596.0
Montclare             ,20102,149125.0
Montclare             ,20103,163025.0
Montclare             ,20104,168250.0
Montclare             ,20111,155481.0
Montclare             ,20112,163000.0
Montclare             ,20113,143925.0
Montclare             ,20114,148300.0
Montclare             ,20121,169000.0
Montclare             ,20122,160000.0
Montclare             ,20123,202760.0
Montclare             ,20124,147541.5
Morgan Park           ,20051,112250.0
Morgan Park           ,20052,113250.0
Morgan Park           ,20053,123500.0
Morgan Park           ,20054,116800.0
Morgan Park           ,20061,120300.0
Morgan Park           ,20062,112217.0
Morgan Park           ,20063,125000.0
Morgan Park           ,20064,127100.0
Morgan Park           ,20071,135500.0
Morgan Park           ,20072,129900.0
Morgan Park           ,20073,128877.215
Morgan Park           ,20074,154584.0
Morgan Park           ,20081,169000.0
Morgan Park           ,20082,150000.0
Morgan Park           ,20083,154400.0
Morgan Park           ,20084,192042.0
Morgan Park           ,20091,185000.0
Morgan Park           ,20092,189700.0
Morgan Park           ,20093,169955.0
Morgan Park           ,20094,198600.0
Morgan Park           ,20101,155000.0
Morgan Park           ,20102,162807.0
Morgan Park           ,20103,183396.0
Morgan Park           ,20104,162005.5
Morgan Park           ,20111,155822.0
Morgan Park           ,20112,143419.0
Morgan Park           ,20113,145899.0
Morgan Park           ,20114,162965.5
Morgan Park           ,20121,150500.0
Morgan Park           ,20122,149036.0
Morgan Park           ,20123,153950.0
Morgan Park           ,20124,152000.0
Mount Greenwood       ,20051,147500.0
Mount Greenwood       ,20052,140000.0
Mount Greenwood       ,20053,139400.0
Mount Greenwood       ,20054,150800.0
Mount Greenwood       ,20061,125000.0
Mount Greenwood       ,20062,150000.0
Mount Greenwood       ,20063,107118.5
Mount Greenwood       ,20064,156350.0
Mount Greenwood       ,20071,166250.0
Mount Greenwood       ,20072,144000.0
Mount Greenwood       ,20073,150625.0
Mount Greenwood       ,20074,178250.0
Mount Greenwood       ,20081,191937.5
Mount Greenwood       ,20082,185600.0
Mount Greenwood       ,20083,118850.0
Mount Greenwood       ,20084,197601.32
Mount Greenwood       ,20091,198000.0
Mount Greenwood       ,20092,196600.0
Mount Greenwood       ,20093,184000.0
Mount Greenwood       ,20094,192000.0
Mount Greenwood       ,20101,201465.0
Mount Greenwood       ,20102,190000.0
Mount Greenwood       ,20103,180000.0
Mount Greenwood       ,20104,183523.0
Mount Greenwood       ,20111,158500.0
Mount Greenwood       ,20112,160000.0
Mount Greenwood       ,20113,177873.0
Mount Greenwood       ,20114,165690.0
Mount Greenwood       ,20121,177330.5
Mount Greenwood       ,20122,168200.0
Mount Greenwood       ,20123,172000.0
Mount Greenwood       ,20124,175690.0
Near North Side       ,20051,429500.0
Near North Side       ,20052,359650.0
Near North Side       ,20053,408000.0
Near North Side       ,20054,528800.0
Near North Side       ,20061,400000.0
Near North Side       ,20062,496000.0
Near North Side       ,20063,358400.0
Near North Side       ,20064,505500.0
Near North Side       ,20071,500000.0
Near North Side       ,20072,450000.0
Near North Side       ,20073,365000.0
Near North Side       ,20074,320000.0
Near North Side       ,20081,417000.0
Near North Side       ,20082,417000.0
Near North Side       ,20083,417000.0
Near North Side       ,20084,400000.0
Near North Side       ,20091,414400.0
Near North Side       ,20092,417000.0
Near North Side       ,20093,417000.0
Near North Side       ,20094,405000.0
Near North Side       ,20101,417000.0
Near North Side       ,20102,416000.0
Near North Side       ,20103,417000.0
Near North Side       ,20104,413600.0
Near North Side       ,20111,417000.0
Near North Side       ,20112,391500.0
Near North Side       ,20113,407500.0
Near North Side       ,20114,417000.0
Near North Side       ,20121,408000.0
Near North Side       ,20122,417000.0
Near North Side       ,20123,385000.0
Near North Side       ,20124,417000.0
Near South Side       ,20051,256000.0
Near South Side       ,20052,350000.0
Near South Side       ,20053,330000.0
Near South Side       ,20054,335250.0
Near South Side       ,20061,200000.0
Near South Side       ,20062,165000.0
Near South Side       ,20063,307000.0
Near South Side       ,20064,345000.0
Near South Side       ,20071,380000.0
Near South Side       ,20072,327625.0
Near South Side       ,20073,223485.0
Near South Side       ,20074,245000.0
Near South Side       ,20081,368612.5
Near South Side       ,20082,287500.0
Near South Side       ,20083,299700.0
Near South Side       ,20084,370225.0
Near South Side       ,20091,374000.0
Near South Side       ,20092,343500.0
Near South Side       ,20093,332252.0
Near South Side       ,20094,379500.0
Near South Side       ,20101,372000.0
Near South Side       ,20102,372800.0
Near South Side       ,20103,338000.0
Near South Side       ,20104,381000.0
Near South Side       ,20111,317500.0
Near South Side       ,20112,351000.0
Near South Side       ,20113,349000.0
Near South Side       ,20114,354175.0
Near South Side       ,20121,353500.0
Near South Side       ,20122,351500.0
Near South Side       ,20123,371224.5
Near South Side       ,20124,362000.0
Near West Side        ,20051,240625.0
Near West Side        ,20052,240500.0
Near West Side        ,20053,200000.0
Near West Side        ,20054,224535.0
Near West Side        ,20061,209600.0
Near West Side        ,20062,286460.0
Near West Side        ,20063,250000.0
Near West Side        ,20064,302000.0
Near West Side        ,20071,300000.0
Near West Side        ,20072,250000.0
Near West Side        ,20073,279000.0
Near West Side        ,20074,293600.0
Near West Side        ,20081,317300.0
Near West Side        ,20082,292000.0
Near West Side        ,20083,311250.0
Near West Side        ,20084,323960.0
Near West Side        ,20091,307727.0
Near West Side        ,20092,334205.0
Near West Side        ,20093,300000.0
Near West Side        ,20094,315000.0
Near West Side        ,20101,300000.0
Near West Side        ,20102,347000.0
Near West Side        ,20103,337500.0
Near West Side        ,20104,340500.0
Near West Side        ,20111,282450.0
Near West Side        ,20112,339664.0
Near West Side        ,20113,320000.0
Near West Side        ,20114,324000.0
Near West Side        ,20121,334609.0
Near West Side        ,20122,315459.0
Near West Side        ,20123,310960.0
Near West Side        ,20124,303200.0
New City              ,20051,97500.0
New City              ,20052,105000.0
New City              ,20053,107952.725
New City              ,20054,108400.0
New City              ,20061,108000.0
New City              ,20062,109572.5
New City              ,20063,123350.0
New City              ,20064,120000.0
New City              ,20071,130400.0
New City              ,20072,126500.0
New City              ,20073,119000.0
New City              ,20074,126100.0
New City              ,20081,120850.0
New City              ,20082,139000.0
New City              ,20083,169175.83000000002
New City              ,20084,125700.0
New City              ,20091,200000.0
New City              ,20092,165000.0
New City              ,20093,129500.0
New City              ,20094,210339.5
New City              ,20101,171000.5
New City              ,20102,132605.0
New City              ,20103,150000.0
New City              ,20104,147503.0
New City              ,20111,161000.0
New City              ,20112,115424.0
New City              ,20113,134750.0
New City              ,20114,151041.5
New City              ,20121,101476.0
New City              ,20122,110543.0
New City              ,20123,139556.0
New City              ,20124,172651.0
North Center          ,20051,350000.0
North Center          ,20052,341200.0
North Center          ,20053,359650.0
North Center          ,20054,299600.0
North Center          ,20061,350000.0
North Center          ,20062,358075.0
North Center          ,20063,374000.0
North Center          ,20064,380000.0
North Center          ,20071,360000.0
North Center          ,20072,378750.0
North Center          ,20073,301800.0
North Center          ,20074,350000.0
North Center          ,20081,414250.0
North Center          ,20082,390250.0
North Center          ,20083,357750.0
North Center          ,20084,373046.41000000003
North Center          ,20091,400000.0
North Center          ,20092,402500.0
North Center          ,20093,415000.0
North Center          ,20094,413205.5
North Center          ,20101,385000.0
North Center          ,20102,408000.0
North Center          ,20103,409000.0
North Center          ,20104,410250.0
North Center          ,20111,414200.0
North Center          ,20112,417000.0
North Center          ,20113,413000.0
North Center          ,20114,404500.0
North Center          ,20121,400000.0
North Center          ,20122,413845.0
North Center          ,20123,405000.0
North Center          ,20124,404000.0
North Cook            ,20051,250000.0
North Cook            ,20052,250000.0
North Cook            ,20053,258000.0
North Cook            ,20054,250000.0
North Cook            ,20061,245000.0
North Cook            ,20062,250000.0
North Cook            ,20063,250000.0
North Cook            ,20064,275000.0
North Cook            ,20071,273000.0
North Cook            ,20072,262500.0
North Cook            ,20073,250000.0
North Cook            ,20074,252000.0
North Cook            ,20081,300000.0
North Cook            ,20082,272000.0
North Cook            ,20083,278718.5
North Cook            ,20084,285000.0
North Cook            ,20091,300000.0
North Cook            ,20092,291450.0
North Cook            ,20093,285000.0
North Cook            ,20094,287000.0
North Cook            ,20101,278500.0
North Cook            ,20102,278840.0
North Cook            ,20103,295000.0
North Cook            ,20104,300000.0
North Cook            ,20111,263994.0
North Cook            ,20112,259032.5
North Cook            ,20113,284000.0
North Cook            ,20114,300000.0
North Cook            ,20121,290000.0
North Cook            ,20122,281600.0
North Cook            ,20123,300000.0
North Cook            ,20124,290000.0
North Lawndale        ,20051,117432.0
North Lawndale        ,20052,105000.0
North Lawndale        ,20053,110107.0
North Lawndale        ,20054,120000.0
North Lawndale        ,20061,125352.0
North Lawndale        ,20062,114470.0
