CA_name,PTYPE2011,land_assmt_11_psf
West Cook                               ,NON PROFIT,0.4999985954464374
West Cook                               ,SINGLE FAMILY,0.6
West Cook                               ,TOWN HOUSE,0.6997860708343238
West Cook                               ,VACANT LAND,0.5496636327661258
West Elsdon                             ,2-6 UNIT,1.0999522521088652
West Elsdon                             ,7+ UNIT,0.82496
West Elsdon                             ,COMM/IND,2.0624
West Elsdon                             ,CONDO,0.032342986084994356
West Elsdon                             ,SINGLE FAMILY,1.1
West Elsdon                             ,TOWN HOUSE,1.0996993987975952
West Elsdon                             ,VACANT LAND,1.09984
West Englewood                          ,2-6 UNIT,0.7
West Englewood                          ,7+ UNIT,0.8248212162126861
West Englewood                          ,COMM/IND,1.874872809496891
West Englewood                          ,CONDO,0.06663446237781315
West Englewood                          ,NON PROFIT,2.0624885152517454
West Englewood                          ,SINGLE FAMILY,0.7
West Englewood                          ,TOWN HOUSE,0.8
West Englewood                          ,VACANT LAND,0.7
West Garfield                           ,2-6 UNIT,1.4
West Garfield                           ,7+ UNIT,0.8248509775126498
West Garfield                           ,COMM/IND,1.3748571428571428
West Garfield                           ,CONDO,0.22156521739130436
West Garfield                           ,SINGLE FAMILY,1.4
West Garfield                           ,TOWN HOUSE,1.3999756572541382
West Garfield                           ,VACANT LAND,1.4
West Lawn                               ,2-6 UNIT,1.1
West Lawn                               ,7+ UNIT,0.82496
West Lawn                               ,COMM/IND,3.2498666666666667
West Lawn                               ,CONDO,0.0031220223864187662
West Lawn                               ,SINGLE FAMILY,1.1
West Lawn                               ,VACANT LAND,1.0999840025595904
West Pullman                            ,2-6 UNIT,0.6
West Pullman                            ,7+ UNIT,0.45
West Pullman                            ,COMM/IND,1.0
West Pullman                            ,CONDO,0.008778715714427171
West Pullman                            ,SINGLE FAMILY,0.6
West Pullman                            ,TOWN HOUSE,0.6995181991352708
West Pullman                            ,VACANT LAND,0.6
West Ridge                              ,2-6 UNIT,2.0
West Ridge                              ,7+ UNIT,1.5249581781879014
West Ridge                              ,COMM/IND,3.81248
West Ridge                              ,CONDO,0.07026881720430107
West Ridge                              ,NON PROFIT,3.8122580645161293
West Ridge                              ,SINGLE FAMILY,1.2
West Ridge                              ,TOWN HOUSE,1.3997562461913466
West Ridge                              ,VACANT LAND,1.3
West Town                               ,2-6 UNIT,3.4
West Town                               ,7+ UNIT,1.6999370177175348
West Town                               ,COMM/IND,3.4
West Town                               ,CONDO,0.31343831150418033
West Town                               ,NON PROFIT,1.8190725917747723
West Town                               ,SINGLE FAMILY,3.4
West Town                               ,TOWN HOUSE,3.399789029535865
West Town                               ,VACANT LAND,3.4
Woodlawn                                ,2-6 UNIT,1.1999031945788965
Woodlawn                                ,7+ UNIT,0.7499390371708252
Woodlawn                                ,COMM/IND,1.1999042969806921
Woodlawn                                ,CONDO,0.12375909467294402
Woodlawn                                ,SINGLE FAMILY,1.1997950819672132
Woodlawn                                ,TOWN HOUSE,1.0998197540769015
Woodlawn                                ,VACANT LAND,1.1997950819672132
